404,729219.042,2489709.846,2643.662,BS PT
405,729218.573,2489709.163,2643.638,BS PC
406,729217.132,2489702.659,2643.542,BS
407,729219.523,2489695.094,2643.567,BS PT
408,729219.977,2489694.173,2643.570,BS PC
409,729220.561,2489692.808,2643.595,BS
410,729220.988,2489690.400,2643.531,BS PT
411,729225.885,2489731.908,2643.671,TBC BEG
412,729227.187,2489729.808,2643.227,SDINLET
413,729225.928,2489668.801,2643.445,TBC END
414,729220.752,2489674.138,2643.427,TBC BEG
415,729218.497,2489668.985,2643.780,TBC
416,729218.447,2489650.960,2643.842,TBC
417,729220.456,2489646.181,2643.563,TBC END
418,729226.003,2489651.276,2643.408,TBC BEG
419,729223.888,2489657.784,2643.136,PED BEG
420,729223.850,2489662.760,2643.175,PED
421,729225.905,2489662.779,2643.117,PED
422,729225.902,2489657.780,2643.117,PED CLO
423,729220.964,2489673.501,2643.492,BS
424,729219.102,2489669.006,2643.522,BS
425,729218.962,2489651.100,2643.419,BS
426,729221.407,2489644.732,2643.468,BS
427,729220.698,2489460.817,2642.424,BS
428,729220.700,2489460.818,2642.432,BS END
429,729225.810,2489460.987,2642.351,TBC END
430,729226.701,2489461.066,2641.954,FLOW END
431,729227.630,2489461.086,2642.013,LIP END
432,729239.442,2489474.209,2642.362,SS
433,729235.418,2489509.612,2642.536,SS
434,729181.669,2489648.102,2641.818,TREE
435,729184.175,2489623.129,2641.827,TREE
436,729130.086,2489636.551,2641.975,TREE
437,729133.607,2489656.780,2642.706,TREE
438,729091.316,2489685.305,2642.199,TREE
439,729091.025,2489662.299,2641.231,TREE
440,729053.433,2489640.667,2637.374,TREE
441,729051.640,2489654.354,2635.051,INV
442,729015.966,2489654.575,2641.966,BLD BEG
443,729008.125,2489652.690,2641.915,BLD
444,729005.206,2489665.587,2641.179,BLD
445,729013.392,2489667.132,2641.813,BLD CLO
446,728984.958,2489662.840,2641.616,TREE
447,728955.161,2489689.128,2642.005,TREE
448,728920.694,2489726.365,2641.704,SP
449,728887.118,2489747.425,2642.550,TREE
450,728840.481,2489752.732,2642.380,TREE
451,728607.296,2489763.158,2645.962,FL
452,728589.925,2489941.016,2643.271,EP
453,728581.957,2489970.035,2643.271,EP
454,728581.375,2489976.794,2643.405,EP
455,728564.695,2489977.317,2642.957,EP
456,728563.762,2489973.004,2642.879,SDINLET
457,728578.511,2489929.639,2643.311,SS
458,728569.700,2489942.188,2643.053,WM
459,728564.886,2489803.460,2643.292,EP
460,728570.270,2489719.562,2643.936,EP
461,728573.420,2489481.420,2643.374,EP CLO
462,728579.140,2489599.484,2643.807,SS
463,728584.375,2489652.235,2644.231,SS
464,728855.683,2489785.074,2642.026,FL
465,728853.769,2489787.735,2642.215,FL
466,728851.101,2490026.823,2643.683,FL END
467,729047.783,2490026.193,2629.102,FL BEG
468,729052.046,2489976.158,2644.768,FL END

